species,pc.known,pc.inferred,pc.region,ref
Charadrius_obscurus,Pair,Pair,Australia,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_hiaticula,Occasional,Pair,Holarctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona. || Wallander J, Blomqvist D, Lifjeld JT (2001) Genetic and social monogamy - does it occur without mate guarding in the ringed plover? Ethology  107: 561-572."
Charadrius_semipalmatus,Pair,Pair,Nearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_placidus,Unknown,Pair,Palearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_dubius,Occasional,Pair,Widespread,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_wilsonia,Pair,Pair,Neotropical,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_vociferus,Pair,Pair,Widespread,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_thoracicus,Unknown,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_sanctaehelenae,Unknown,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_pecuarius,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_tricollaris,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_forbesi,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_melodus,Pair,Pair,Nearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_pallidus,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_alexandrinus,Pair,Pair,Widespread,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_marginatus,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_ruficapillus,Pair,Pair,Australia,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_peronii,Pair,Pair,Indomalayan,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_javanicus,Unknown,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_collaris,Unknown,Pair,Neotropical,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_bicinctus,Pair,Pair,Australia,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_alticola,Unknown,Pair,Neotropical,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_falklandicus,Unknown,Pair,Neotropical,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_mongolus,Pair,Pair,Palearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_leschenaultii,Pair,Pair,Palearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_asiaticus,Pair,Pair,Palearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_veredus,Unknown,Pair,Palearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_montanus,Male only,Male only,Nearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_modestus,Pair,Pair,Neotropical,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Charadrius_rubricollis,Pair,Pair,Australia,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Thinornis_novaeseelandiae,Pair,Pair,Australia,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Peltohyas_australis,Pair,Pair,Australia,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Elseyornis_melanops,Pair,Pair,Australia,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Erythrogonys_cinctus,Pair,Pair,Australia,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_vanellus,Pair,Pair,Palearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_crassirostris,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_malarbaricus,Pair,Pair,Indomalayan,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_tricolor,Pair,Pair,Australia,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_miles,Pair,Pair,Australia,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_armatus,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_spinosus,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_duvaucelii,Unknown,Pair,Indomalayan,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_tectus,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_melanocephalus,Unknown,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_cinereus,Pair,Pair,Indomalayan,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_indicus,Pair,Pair,Indomalayan,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_albiceps,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_senegallus,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_lugubris,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_melanopterus,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_coronatus,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_superciliosus,Pair,Pair,Africa,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_gregarius,Pair,Pair,Palearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_leucurus,Pair,Pair,Palearctic,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_cayanus,Unknown,Pair,Neotropical,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Vanellus_chilensis,Cooperation,Cooperation,Neotropical,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona. || Walters J,  Walters BF (1980) Co-operative breeding by southern lapwings Vanellus chilensis. Ibis  122: 505-509."
Vanellus_resplendens,Unknown,Pair,Neotropical,"Piersma T,  Wiersma T (1996) Family Charadriidae (Plovers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 384-443. Lynx edicions: Barcelona."
Ibidorhyncha_struthersii,Pair,Pair,Palearctic,"Knystautas AJ (1996) Family Ibidorhynchidae (Ibisbill).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 326-331. Lynx edicions: Barcelona."
Himantopus_himantopus,Pair,Pair,Widespread,"Pierce RJ (1996) Family Recurvirostridae (Stilts and Avocets).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 332-347. Lynx edicions: Barcelona."
Himantopus_novaezelandiae,Pair,Pair,Australia,"Pierce RJ (1996) Family Recurvirostridae (Stilts and Avocets).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 332-347. Lynx edicions: Barcelona."
Cladorhynchus_leucocephalus,Pair,Pair,Australia,"Pierce RJ (1996) Family Recurvirostridae (Stilts and Avocets).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 332-347. Lynx edicions: Barcelona."
Recurvirostra_avosetta,Pair,Pair,Widespread,"Pierce RJ (1996) Family Recurvirostridae (Stilts and Avocets).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 332-347. Lynx edicions: Barcelona."
Recurvirostra_americana,Pair,Pair,Nearctic,"Pierce RJ (1996) Family Recurvirostridae (Stilts and Avocets).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 332-347. Lynx edicions: Barcelona."
Recurvirostra_novaehollandiae,Pair,Pair,Australia,"Pierce RJ (1996) Family Recurvirostridae (Stilts and Avocets).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 332-347. Lynx edicions: Barcelona."
Recurvirostra_andina,Pair,Pair,Neotropical,"Pierce RJ (1996) Family Recurvirostridae (Stilts and Avocets).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 332-347. Lynx edicions: Barcelona."
Haematopus_ostralegus,Cooperation,Cooperation,Palearctic,"Heg D,  van Treuren R (1998) Female-female cooperation in polygynous oystercatchers. Nature  391: 687-691. || Hockey PAR (1996) Family Haematopodidae (Oystercatchers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 308-325. Lynx edicions: Barcelona."
Haematopus_moquini,Pair,Pair,Africa,"Hockey PAR (1996) Family Haematopodidae (Oystercatchers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 308-325. Lynx edicions: Barcelona."
Haematopus_finschi,Pair,Pair,Australia,"Hockey PAR (1996) Family Haematopodidae (Oystercatchers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 308-325. Lynx edicions: Barcelona."
Haematopus_bachmani,Pair,Pair,Nearctic,"Hockey PAR (1996) Family Haematopodidae (Oystercatchers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 308-325. Lynx edicions: Barcelona."
Haematopus_palliatus,Occasional,Pair,Neotropical,NA
Haematopus_longirostris,Pair,Pair,Australia,"Hockey PAR (1996) Family Haematopodidae (Oystercatchers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 308-325. Lynx edicions: Barcelona."
Haematopus_unicolor,Pair,Pair,Australia,"Hockey PAR (1996) Family Haematopodidae (Oystercatchers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 308-325. Lynx edicions: Barcelona."
Haematopus_fuliginosus,Pair,Pair,Australia,"Hockey PAR (1996) Family Haematopodidae (Oystercatchers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 308-325. Lynx edicions: Barcelona."
Haematopus_ater,Pair,Pair,Neotropical,"Hockey PAR (1996) Family Haematopodidae (Oystercatchers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 308-325. Lynx edicions: Barcelona."
Haematopus_leucopodus,Pair,Pair,Neotropical,"Hockey PAR (1996) Family Haematopodidae (Oystercatchers).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 308-325. Lynx edicions: Barcelona."
Burhinus_oedicnemus,Pair,Pair,Widespread,"Hume RA (1996) Family Burhinidae (Thick-knees).  in Handbook of the birds of the world. Vol. 3. Hoatzin to auks. (ed. del Hoyo J, Elliott A,  Saragatal J)  p. 348-363. Lynx edicions: Barcelona."
